basin_id,elev_mean,slope_mean,area_gages2,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,organic_frac,geol_permeability
1139000,-0.418684717,0.018874989,-0.726032679,-0.156469929,-1.203288949,-0.606118636,0.449966182,0.246562672,-0.568677898,-0.869498888,-0.971326207,-0.991417408,0.9737,1.170515749,1.37013394,0.880091527,0.467340843,-0.447127395,0.21898747,0.436952792,0.240353248,0.56363263,0.585164302,0.537221107,-0.846177862,-0.15547458,0.901493993
1144000,-0.292561057,0.404232677,2.526694923,0.065107565,-1.121051079,-0.694794384,0.366723023,0.248466349,-0.473037032,-1.062813244,-0.809180893,-0.954448054,0.9813,1.235328565,1.450694134,0.897221568,0.492946827,-0.546669989,0.207320618,0.436028932,0.23264349,0.566679606,0.617561243,0.455728075,-0.868779449,-0.15547458,0.500568963
1169000,-0.416423652,0.163191636,-0.759088555,0.45229583,-0.942939047,-0.809177906,0.108291478,0.238972606,-0.341530841,-1.103782209,-0.720737994,-0.901899885,0.997,1.382069189,1.535976125,0.904142372,0.45568448,-0.434671637,-0.377259778,0.439941195,0.100940238,0.513362707,0.459619708,0.408719016,-0.909956537,-0.15547458,-0.270043594
1170100,-0.488165054,0.158421714,-1.019595817,0.431722011,-0.96122281,-0.806287063,0.111723473,0.234653735,-0.257845084,-1.202781202,-0.773803734,-0.930362678,0.997,1.386139028,1.545961342,0.899812263,0.456794566,-0.452939655,-0.444936033,0.431894768,0.359048539,0.491742644,0.841284018,0.359844716,-1.015732286,-0.15547458,0.212431442
1181000,-0.353638985,-0.201413721,-0.731994956,0.370152048,-0.917414135,-0.769479839,0.165335676,0.217563041,-0.15024911,-0.925212606,-0.633769144,-0.896348908,0.9944,1.387459226,1.609525893,0.903143493,0.481896141,-0.369738385,-0.450192666,0.43235482,0.356506064,0.484301322,0.798448886,0.258936014,-0.965110173,-0.15547458,-0.134593584
1333000,-0.254473054,0.729268157,-1.008703601,0.284725143,-1.017731348,-0.762797162,0.275718357,0.222244968,-0.48499214,-0.645770508,-0.728108236,-0.915344774,0.9844,1.130137059,1.396569977,0.89490959,0.51914667,-0.502384794,-1.617494454,0.445119708,-0.021779559,0.384365975,0.197686979,0.907981082,-0.738195682,-0.15547458,0.503806464
1350000,-0.069401243,1.031201887,0.045439617,0.412540261,-0.95518163,-0.797107132,0.205702093,0.231159658,-0.15024911,-0.852356207,-0.492260506,-0.8651456,0.9966,1.158939248,1.331000986,0.886759765,0.465373102,-0.557738307,-0.96788338,0.453190114,-0.232332443,0.453996987,-0.142903254,0.612092407,-0.900591281,-0.15547458,-1.096043656
1365000,-0.284727561,0.21541971,-1.03522836,0.67693609,-0.848151813,-0.86527808,0.226718508,0.202270211,-0.389351274,-0.8534956,-0.661776062,-0.9098161,1,1.287433114,1.555720402,0.902036827,0.502087052,-0.615856283,-2.428458535,0.462963031,-0.377722141,0.301407515,-0.589731301,0.506761019,-0.878521283,-0.15547458,-1.091756156
1413500,0.093585069,0.614105866,-0.351504769,0.383712547,-0.97629853,-0.791603912,0.276309838,0.216908034,-0.556722789,-0.951296993,-0.825395424,-1.007119595,0.9974,1.028349083,1.308521869,0.882832411,0.523567907,-0.583777131,-1.52256045,0.454590908,-0.25091039,0.395298197,-0.254549617,0.912401576,-0.757396401,-0.15547458,-1.091581156
1423000,-0.097277986,0.170457856,0.566180257,0.284044999,-0.991343147,-0.754808065,0.267895594,0.217830298,-1.214253742,-0.920241228,-1.216018226,-1.08427807,0.9854,0.662109335,0.919246166,0.859112741,0.525288841,-0.526753862,-0.888094012,0.449091907,-0.147702466,0.467035521,0.011318511,1.08413364,-0.698978965,-0.15547458,-1.091493656
1435000,-0.146321213,0.284313246,-0.881662857,0.75913814,-0.859204589,-0.895371962,0.252023309,0.223616269,-0.365441058,-0.878326855,-0.764959444,-0.965503648,1,1.262118455,1.564906291,0.898253636,0.51975401,-0.606448801,-2.240896053,0.459799234,-0.334529553,0.321615576,-0.458839371,0.681246367,-0.798144425,-0.15547458,-1.091318656
1439500,-0.515370771,-0.448633617,-0.600572045,0.268178155,-0.769966446,-0.683043189,0.217748951,0.163765229,-0.245889975,-0.734148457,-0.496682651,-0.836748941,0.997,1.242075723,1.570761128,0.890052775,0.533022343,-0.488092352,0.814418259,0.441740259,0.06720094,0.631275354,0.360762337,0.768301954,-0.800295111,-0.15547458,-1.159306161
1440000,-0.621655409,-0.301937279,-0.891649145,0.164966868,-0.772864438,-0.635347536,0.197085363,0.147767408,-0.174159326,-0.494764039,-0.312426613,-0.697448985,0.908,1.317039389,1.651078973,0.896403759,0.534910927,-0.420707218,0.814418259,0.440099538,0.136316752,0.501852732,-0.155879114,-0.125205534,-1.076098553,-0.098429093,-0.240381092
1440400,-0.475984479,-0.354332192,-0.875869125,0.32242333,-0.785315789,-0.711610988,0.213916315,0.172223371,-0.15024911,-0.815296307,-0.521741473,-0.85356768,0.9933,1.263403789,1.5689562,0.895056492,0.516361698,-0.523599701,0.814418259,0.44758758,-0.095213321,0.642701614,0.076922738,1.024946544,-0.682180277,-0.15547458,-0.805806134
1451800,-0.700121656,-0.613807543,-0.958814301,0.128836613,-0.630348489,-0.573506699,0.195326013,0.128362666,0.66269825,-0.520161226,0.048715223,-0.588359337,0.4915,-0.895457929,-0.668054589,0.691312678,0.421700869,-0.611474572,-1.88422554,0.452859,-0.249245445,0.361222122,-0.20899908,1.15348007,-0.384645064,-0.15547458,-1.982681223
1487000,-0.943105904,-0.923134191,-0.850166023,0.001786391,-0.275690091,-0.389736659,0.156712159,0.042468989,0.483371627,-0.450244482,0.119469542,-0.489208694,0.4165,-0.824900696,-0.703082499,0.709765476,0.354995129,2.305746801,0.814418259,0.417958798,0.7793997,0.399387172,0.213205003,-1.451241031,-1.206241601,-0.15547458,0.833243988
1491000,-0.936249771,-0.915969554,-0.629730318,-0.02449767,-0.304093674,-0.382724556,0.143570418,0.050025721,0.196449029,-0.625548998,0.087040479,-0.509823395,0.2319,-0.445569247,-0.242168099,0.758678996,0.425617873,2.265517504,0.814418259,0.420756428,0.722617103,0.351414916,-0.152678096,-1.415805253,-1.404388156,-0.15547458,1.337681526
1510000,-0.259870435,-0.302776405,-0.438115797,0.097173907,-0.964920113,-0.661384675,0.264034183,0.237057401,-1.154478201,-1.195914343,-1.525568371,-1.14351179,0.9804,0.78486349,1.002707458,0.867876569,0.503985762,-0.441511974,-0.506379059,0.46091832,-0.392351739,0.501642588,-0.652402438,1.460472561,-0.54786352,-0.15547458,-1.829031211
1532000,-0.223503758,-0.030272852,-0.077956342,-0.109624761,-0.859515875,-0.515772364,0.314467145,0.176741267,-0.532812573,-1.144189962,-0.644087482,-0.956666589,0.9549,0.654335554,0.899258844,0.848866708,0.48531514,-0.470921239,0.814163742,0.453964375,-0.231600822,0.654835129,-0.22445266,1.327232586,-0.605612616,-0.15547458,-0.685756125
1539000,-0.476436692,-0.219466139,0.233514695,0.067095026,-0.74075496,-0.575680673,0.260936792,0.156285913,-0.15024911,-1.048804657,-0.48931241,-0.864518111,0.8311,0.89626581,1.08269568,0.864375068,0.462749305,-0.395873886,0.370934523,0.45257333,-0.219652396,0.60943962,-0.162730632,1.248823712,-0.596505471,-0.15547458,-1.377356177
1543000,-0.170653189,-0.128464036,0.241352034,0.041240028,-0.89753533,-0.611869397,0.327642814,0.188056577,-1.09470266,-1.286504597,-1.224862516,-1.079767028,0.9922,1.219815454,1.529481365,0.895337795,0.534380368,-0.614148999,0.814418259,0.450639311,-0.205082916,0.662028871,-0.092500966,1.074786948,-0.48513905,-0.15547458,-0.578218617
1543500,-0.16471607,-0.246309422,2.501455319,0.055874772,-0.883910689,-0.615116984,0.324683295,0.181653611,-0.939286253,-1.288536145,-1.236654903,-1.077634805,0.9878,1.207493562,1.507983404,0.894548372,0.524107205,-0.61250535,0.637354716,0.448123663,-0.165457778,0.635270959,0.01419837,0.91813942,-0.437908706,-0.15547458,-0.3512436
1544500,-0.158647664,-0.134625848,-0.496959047,0.020731892,-0.871190272,-0.592654957,0.322159024,0.203362893,-0.843645387,-1.206819132,-1.031762188,-1.057064003,1,1.164523838,1.483440503,0.892128244,0.530975321,-0.616637664,0.655586593,0.446212022,-0.130464561,0.627939123,0.059207318,0.794008307,-0.502124967,-0.15547458,-1.079681155
1545600,-0.206246727,0.256017975,-0.992186197,0.037026738,-0.857402347,-0.596857926,0.324255465,0.192645541,-0.831690279,-1.302697659,-0.962481917,-1.045901734,1,1.253856747,1.540931517,0.897149346,0.503536545,-0.615526532,0.796012008,0.432630012,0.238787726,0.629820622,0.723919145,0.121939543,-0.523891311,-0.15547458,-0.178168587
1547700,-0.447524236,0.017043802,-1.005796201,-0.156109728,-0.764628899,-0.45507732,0.260866476,0.156172998,-0.15024911,-1.066068312,-0.675042497,-0.949972571,0.9047,1.077323822,1.342780897,0.880398373,0.500770966,-0.60101628,-0.714677199,0.455840592,-0.310596357,0.493580337,-0.309527794,1.419211717,-0.605572184,-0.15547458,-1.065243654
1548500,-0.165780959,-0.070067197,2.03540751,-0.141922055,-0.906733229,-0.512631068,0.3423939,0.20208863,-0.700184088,-1.134918559,-0.931526903,-1.012476657,0.9866,0.972174944,1.252461886,0.87675881,0.508506796,-0.611927118,0.168474157,0.455161395,-0.265442488,0.571262014,-0.379436296,1.159388824,-0.699046572,-0.15547458,-0.74901863
1550000,-0.298964977,0.090124446,-0.291292092,0.025565998,-0.867033218,-0.593885925,0.291886692,0.179825513,-0.771914738,-0.664425922,-0.641139386,-0.88811413,0.988,1.010741204,1.270113824,0.881260618,0.502453434,-0.603276511,-0.0104487,0.45700722,-0.282840512,0.542218006,-0.495156184,1.187649311,-0.744604591,-0.15547458,-0.356931101
1552000,-0.290183292,-0.111918994,1.134619113,0.108553073,-0.831783434,-0.625555357,0.291284138,0.173059123,-0.592588114,-0.863658481,-0.816551134,-0.915994606,0.9911,1.101756002,1.36000378,0.885104673,0.48687381,-0.438309332,0.633698149,0.451261463,-0.180947916,0.628217325,-0.124288919,1.12863605,-0.619408119,-0.15547458,-0.423693606
1557500,-0.394396504,-0.091823476,-1.002088212,-0.14211275,-0.741705385,-0.455943465,0.26860709,0.158671824,-0.496947248,-1.113667655,-0.675042497,-0.918986165,0.9012,1.09049718,1.355076922,0.882674354,0.495209332,-0.606703869,-0.52293841,0.447073834,-0.156909331,0.503174677,0.076222135,0.910074095,-0.529482344,-0.15547458,-1.154756161
1568000,-0.575967311,-0.17356111,-0.11914451,-0.005439872,-0.618878615,-0.496696715,0.191452889,0.128510858,0.041032622,-0.523455908,-0.114904139,-0.577192185,0.7062,0.688746648,0.946187164,0.842628992,0.487523051,-0.611915288,0.255760489,0.444740844,-0.212663939,0.592339233,0.138028289,0.641918169,-0.249414537,-0.15547458,-1.380156177
1580000,-0.709034628,-0.668785313,-0.73016203,0.073518253,-0.426630226,-0.480125608,0.15051994,0.081688092,0.232314354,-0.707460838,-0.134066767,-0.545199418,0.4241,-0.582675201,-0.341127751,0.752734193,0.456907121,-0.610922289,0.814418259,0.456305792,-0.352698203,0.671115021,-0.382870155,1.268734699,-0.273311538,-0.15547458,-0.129256084
1583500,-0.735262981,-0.641126225,-0.916656999,-0.057736783,-0.378437776,-0.386380004,0.150562153,0.08072865,0.32795522,-0.588256139,-0.111956043,-0.561362297,0.5155,-0.343452902,-0.134996438,0.763722724,0.436134135,-0.607660371,0.814418259,0.452261479,-0.257373696,0.664578895,-0.188584712,1.089770103,-0.342075742,-0.15547458,0.215756442
1596500,0.004469936,0.262380262,-0.982389523,-0.017385823,-0.596490075,-0.482504724,0.184898908,0.188402158,-0.449126815,-1.296649596,-0.868142825,-0.979875748,0.8759,0.759511653,1.005340539,0.851818191,0.476878615,-0.613718219,-1.15242413,0.444503428,-0.057942529,0.367686862,-0.202843143,0.310289397,-0.850463793,-0.15547458,-1.125268658
1605500,0.286650838,0.631806892,-0.267759005,-0.098317636,-0.446702287,-0.383398094,0.178463038,0.137136101,-0.449126815,-0.463584663,-0.596917936,-0.74102427,0.9904,0.882426102,1.10699525,0.852298151,0.471469672,-0.616722111,-1.666233306,0.437575282,0.042385382,0.363314624,0.500918974,0.238858987,-0.568712736,-0.15547458,0.06114393
1606500,0.256775606,0.75337206,2.304025997,0.020699049,-0.479619746,-0.466799163,0.180805462,0.148750519,-0.963196469,-0.739876153,-1.109886748,-0.919835666,0.9336,0.970853186,1.224447599,0.868890746,0.489592693,-0.616722306,-1.419781198,0.445370004,-0.159003474,0.388659077,0.071421628,0.546870787,-0.484583187,-0.15547458,-0.185956088
1632000,-0.170084276,0.211730202,-0.10024641,-0.31396453,-0.383903747,-0.208824691,0.424112817,0.11002487,-0.114383785,-0.574552919,-0.142911057,-0.544260486,0.708,1.079222333,1.286461256,0.882824187,0.469956504,-0.608098288,-1.828952001,0.443421976,-0.062616225,0.361665749,0.238705888,0.696502091,-0.50921495,-0.15547458,-1.388731178
1632900,-0.354572586,0.142577887,-0.728729398,-0.331708654,-0.303392535,-0.16496605,0.415365828,0.098076329,0.100808163,-0.710665716,-0.029409337,-0.511503651,0.5837,0.130222203,0.247615644,0.783806448,0.395233815,-0.610117948,-0.908980978,0.449471372,-0.638078891,0.485563887,-0.364861711,-0.091292063,1.584223376,-0.15547458,0.876731491
1634500,-0.460842637,0.115305847,-0.688847454,-0.276709177,-0.433374063,-0.25533034,0.420517321,0.114828394,0.232314354,-0.997711867,0.140106218,-0.477705739,0.7781,1.083278988,1.334686493,0.88371617,0.492508283,-0.619657286,-1.820224902,0.442908685,-0.137338695,0.361422926,0.236154831,0.590762137,-0.344878235,-0.15547458,-0.941956145
1638480,-0.735758957,-0.569095946,-0.756223291,-0.233956526,-0.368626694,-0.263593365,0.242581505,0.084558382,0.160583704,-0.463330295,0.041344982,-0.427353793,0.4659,-0.238774561,-0.040343687,0.756075214,0.421985168,-0.61170453,0.512100439,0.438339207,-0.166179347,0.625136509,0.34720929,0.023851433,0.267285748,-0.15547458,0.127906435
1639500,-0.674316341,-0.687399242,-0.682105656,-0.080092537,-0.411516201,-0.383235449,0.127261375,0.09612635,0.172538813,-0.781963774,-0.039727675,-0.568099343,0.1173,-0.921375545,-0.744995809,0.69270973,0.379673787,-0.609968123,-0.828542631,0.462809234,-0.40088267,0.444145177,-0.783788897,1.266442002,-0.774192368,-0.15547458,-0.153231086
1644000,-0.690143795,-0.410660143,0.565105783,-0.223721528,-0.369670376,-0.271394864,0.296774486,0.084351799,0.244269462,-0.564787714,0.064929755,-0.466963151,0.6186,0.004116696,0.208152908,0.781567282,0.43517083,-0.60927888,0.184147906,0.444332963,-0.303113025,0.593889683,0.072913767,0.339430894,0.282441362,-0.15547458,0.170081439
1664000,-0.648058813,-0.267743909,2.13663981,-0.145263447,-0.342529557,-0.316959679,0.332294434,0.082796426,0.292089895,-0.686720831,0.087040479,-0.477844818,0.7519,0.737939619,0.949663151,0.854354476,0.473973206,-0.610690546,0.028704583,0.44579841,-0.280485952,0.572554863,0.051694922,0.569134763,-0.005452208,-0.15547458,-0.014631075
1666500,-0.669225298,-0.387571624,-0.269233774,-0.105110598,-0.180680043,-0.289197648,0.35323575,0.082255398,0.32795522,-0.695636244,0.122417639,-0.475590261,0.8137,0.62311504,0.788191714,0.847894825,0.457157325,-0.611673376,0.226999036,0.447628649,-0.313640179,0.599832576,-0.046350754,0.552028136,0.090051132,-0.15547458,-0.262781094
1667500,-0.681070361,-0.422163927,1.303711818,-0.099638725,-0.1242449,-0.273900055,0.341871412,0.078811793,0.208404137,-0.535601814,0.079670238,-0.473148304,0.8033,0.51472883,0.665912527,0.832885554,0.443615627,-0.609657464,0.01523795,0.45187562,-0.404234359,0.563297927,-0.296521395,0.707342359,0.062274134,-0.15547458,-0.159706086
2011400,0.180161974,0.709987323,-0.386014344,-0.037275262,-0.396943092,-0.405243455,0.12420094,0.129154722,-0.221979759,-0.581824885,-0.470149782,-0.76969222,0.9953,1.02370448,1.263153731,0.873318576,0.485857472,-0.617276003,-1.407141044,0.435315218,-0.016693736,0.406893714,0.562260355,0.130644878,-0.27900213,-0.15547458,-0.632906122
2013000,0.04589848,0.641198734,-0.350072137,-0.23252208,-0.298260644,-0.239588454,0.20195543,0.097914337,-0.090473568,-0.865710989,-0.294738033,-0.751578814,0.9852,1.154895921,1.4200945,0.887668936,0.502923232,-0.617007548,-1.50079445,0.436344844,-0.062493447,0.395815158,0.516333222,0.170429326,-0.259281965,-0.15547458,-1.087818656
2014000,0.044760654,0.703324995,-0.409062864,-0.164188819,-0.386645144,-0.319235832,0.221540207,0.097868084,0.029077514,-0.784217644,-0.337485434,-0.735897454,0.9092,1.142324527,1.399354436,0.887158069,0.501687509,-0.616646179,-1.145902897,0.436054401,-0.038680136,0.437150595,0.532409909,0.16447307,-0.2514015,-0.15547458,-1.28451867
2015700,0.135903451,0.593357794,-0.643698479,-0.10928363,-0.406900967,-0.362872517,0.14213408,0.128567249,-0.15024911,-0.419687532,-0.293263985,-0.674029917,0.9911,1.042349896,1.252119395,0.871952262,0.469773421,-0.612341435,-1.821398392,0.429781217,0.297623469,0.350838621,0.868553978,0.007575465,-0.579316171,-0.15547458,-0.450031108
2016000,-0.022341918,0.541649072,1.27168828,-0.148524323,-0.339116992,-0.313563762,0.182787883,0.102077363,0.12471838,-0.64312881,-0.259360874,-0.635218904,0.9317,1.183663465,1.367036484,0.883890083,0.459359315,-0.612878717,-1.655415553,0.437259278,0.052825315,0.379562056,0.513299533,0.350170331,-0.477518275,-0.15547458,-1.122643658
2017500,0.050931173,0.613637417,-0.663207556,-0.24101858,-0.291721432,-0.230950295,0.26385778,0.090184527,0.029077514,-0.747713411,-0.254938729,-0.651165648,0.9349,1.064464176,1.303301189,0.874631454,0.484083896,-0.610945749,-1.193882181,0.435442566,0.029748114,0.426827958,0.578599486,0.19446159,-0.368645223,-0.15547458,-1.035931152
2018000,-0.017032062,0.553893313,0.550716259,-0.217440262,-0.250859785,-0.233895835,0.251266708,0.084968614,-0.006787811,-0.508494169,-0.312426613,-0.639286229,0.8857,1.087712654,1.317913081,0.878832446,0.479377443,-0.613295251,-1.301748841,0.434841756,0.054949994,0.413146457,0.611122315,0.179798256,-0.402142603,-0.15547458,-1.207606165
2027000,-0.39811632,0.342757848,-0.737746552,0.101501613,-0.205743917,-0.426875016,0.226622257,0.090473222,0.172538813,-0.524896982,0.23444531,-0.409261014,0.9407,0.915320711,1.125903158,0.87630078,0.480980568,-0.617701462,-0.73488366,0.45659024,-0.441793708,0.493581704,-0.419880793,0.858333051,-0.119982669,-0.15547458,-0.08095608
2027500,-0.45195884,0.229837785,-0.985149446,0.254461923,-0.213298021,-0.512637373,0.218690158,0.100786018,0.268179678,-0.571585593,0.25213389,-0.421840123,0.9407,0.843896474,1.055394964,0.873203525,0.481617577,-0.61619081,-0.906527459,0.465628803,-0.562808722,0.461277575,-0.911946929,1.150366548,-0.089471222,-0.15547458,-0.129256084
2028500,-0.412645486,0.551688534,-0.727886674,-0.007958098,-0.295551378,-0.390185781,0.284863818,0.080256958,0.041032622,-0.444158691,0.174009329,-0.388087515,0.9644,0.983767386,1.204206542,0.882043953,0.49284528,-0.61339165,-0.16855133,0.448584051,-0.352804425,0.555982195,-0.099016433,0.637251568,0.149349734,-0.15547458,0.160631438
2046000,-0.83690879,-0.812248706,-0.637146295,-0.052522347,-0.009824929,-0.267767587,0.244454168,0.045372827,0.435551194,-0.687109773,0.222652924,-0.427522006,0.9359,1.304110194,0.946958139,0.86997059,0.300671495,-0.60270395,0.814418259,0.450134176,-0.538927389,0.645465347,-0.288419995,-1.403769144,0.906762529,-0.15547458,-0.08200608
2051500,-0.797872598,-0.794054788,1.7650193,-0.113343304,0.418517877,-0.080555082,0.222385819,0.052551497,0.53119206,-0.922423176,0.2432896,-0.410459427,0.9081,1.059549271,0.822696189,0.854645475,0.325520228,-0.607860394,0.814418259,0.451511689,-0.638981657,0.671515642,-0.48885931,-1.014988697,1.784175957,-0.15547458,-0.105368582
2053200,-0.926417786,-0.898393208,-0.0153419,-0.002166282,0.080195185,-0.271922634,0.389505066,0.024831683,0.292089895,-0.559891659,0.21675673,-0.375330393,0.5848,-0.08451544,-0.092560509,0.772461166,0.345753417,2.216182185,0.814418259,0.41912098,0.175321998,0.521800719,0.669809671,-1.391741507,-0.527455319,-0.15547458,0.802968986
2053800,0.066116777,-0.1368091,-0.653579426,-0.084103478,-0.163121755,-0.297503175,0.285686196,0.093817255,-0.066563352,-0.723563779,-0.169443927,-0.569272649,0.8875,0.889171,1.074935124,0.859656492,0.450491613,-0.614267684,0.225728173,0.447124785,-0.519882697,0.610525702,-0.187805621,0.026311574,1.135166435,-0.15547458,-0.668256124
2056900,-0.346141002,-0.196686181,-0.616941971,-0.121801665,-0.092105272,-0.247640748,0.251934631,0.064605937,0.184493921,-0.230466224,-0.036779579,-0.450775494,0.9121,0.671707789,0.769527224,0.836008376,0.413837635,-0.611578582,0.814418259,0.439808166,-0.470314109,0.672414298,0.075150164,-0.586460927,1.573850515,-0.15547458,-0.165831087
2059500,-0.497749052,-0.341762122,-0.222336146,-0.183502995,0.839987469,0.121862327,0.17683019,0.052938916,0.12471838,-0.249046041,0.106203107,-0.389616341,0.8421,0.62906184,0.771864235,0.820928275,0.420900239,-0.612317084,0.757373922,0.440134043,-0.483333698,0.666198543,0.062950546,-0.563150616,1.557414234,-0.15547458,-0.539806115
2064000,-0.682908388,-0.724522826,-0.34377277,-0.186691831,0.323557506,-0.055676973,0.107967162,0.060601169,0.567057384,-0.457162674,0.352369175,-0.290345596,0.909,0.673925152,0.569065481,0.811976266,0.338502393,-0.609438735,0.5770713,0.452167372,-0.693935888,0.666142612,-0.615933703,-0.411373472,2.403235605,-0.15547458,-0.708418627
2065500,-0.715175972,-0.722144032,-0.712865107,-0.157773008,1.768425048,0.419931805,0.093122551,0.061713997,0.519236951,-0.690166892,0.355317272,-0.304685147,0.9058,0.877522806,0.860694483,0.83923694,0.377732605,-0.610529878,0.814418259,0.450004531,-0.677057539,0.687395559,-0.522657651,-0.787950555,2.434042243,-0.15547458,-0.181668588
2069700,-0.419735018,-0.431626406,-0.779124333,0.143852747,-0.070225875,-0.409358473,0.237405847,0.053395159,0.232314354,-0.689547566,0.026604499,-0.456630319,0.9644,0.864905675,1.045851151,0.864540252,0.453502133,-0.612301179,-0.030989148,0.453495526,-0.625416454,0.588243282,-0.562895302,0.089914276,1.682644563,-0.15547458,-0.497631111
2070000,-0.513036768,-0.673637084,-0.674879292,-0.028152647,1.89310124,0.339169568,0.209904023,0.050862165,0.268179678,-0.361860605,0.079670238,-0.396486753,0.9642,1.059161134,1.202298189,0.873122618,0.440194087,-0.610077685,0.427156235,0.448090089,-0.627826399,0.639628371,-0.392598697,-0.452392361,2.159215067,-0.15547458,-0.232856092
2074500,-0.637555801,-0.707664737,-0.637125227,-0.050907801,1.255527919,0.149290026,0.168998994,0.052469021,0.32795522,-0.162574428,0.066403803,-0.363861315,0.8579,0.639250092,0.632048107,0.826504347,0.382980185,-0.611469366,0.814418259,0.44336621,-0.626398947,0.683171954,-0.237011669,-0.904444783,2.532681897,-0.15547458,-0.044906078
2077200,-0.680297222,-0.788933474,-0.988625686,-0.045144589,0.200280684,-0.203461619,0.12323265,0.048988901,0.53119206,-0.571983127,0.150424557,-0.447251802,0.7114,0.259591026,0.414093033,0.798286828,0.414105283,-0.611554702,0.814418259,0.472170184,-0.567686687,0.479047098,-1.318192392,-1.876083072,-1.015017806,-0.15547458,-0.129256084
